RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,BAROMETRIC_AIR_PRESSURE
0.0,0.5078125000000001,0.4205607476635514,0.4901960784313725,0.5,1.0,0.8178137651821857
0.1258793039614957,0.6015625000000003,0.5700934579439254,0.7058823529411765,0.25,0.3333333333333333,0.5910931174089095
0.0370233246945575,0.5156250000000002,0.5981308411214953,0.803921568627451,0.25,0.0277777777777777,0.5182186234817809
0.093298778230285,0.6796875000000003,0.6355140186915889,0.6078431372549019,0.25,1.0,0.5222672064777333
0.0,0.9140625000000004,0.7476635514018692,0.3137254901960784,0.5,0.5,0.5425101214574904
0.007774898185857,0.5312500000000002,0.6822429906542057,0.7843137254901961,0.25,0.6944444444444444,0.5182186234817809
0.0454152782919906,0.7265624999999999,0.719626168224299,0.5686274509803921,0.25,0.3888888888888889,0.5465587044534428
0.0,0.8203125000000002,0.5607476635514019,0.2941176470588235,0.25,0.5277777777777778,0.7085020242914999
0.1362458348759718,0.6328125000000002,0.6542056074766356,0.7843137254901961,0.25,0.6111111111111112,0.5546558704453429
0.0,0.3750000000000001,0.2897196261682244,0.5490196078431373,0.25,0.0833333333333333,0.8987854251012143
0.0,0.578125,0.5327102803738317,0.5098039215686274,0.25,0.3888888888888889,0.659919028340081
0.0066641984450203,0.6640625000000001,0.6635514018691591,0.4313725490196078,0.25,0.25,0.623481781376519
0.0192521288411699,0.5546875000000002,0.6074766355140188,0.6862745098039216,0.25,0.2777777777777778,0.7125506072874522
0.0,0.65625,0.719626168224299,0.5098039215686274,0.25,1.0,0.5222672064777333
0.0,0.5703125000000002,0.3177570093457942,0.4509803921568627,0.5,0.0555555555555555,0.7813765182186238
0.0107367641614216,0.5703125000000002,0.5607476635514019,0.7647058823529411,0.25,0.7777777777777778,0.6275303643724713
0.0596075527582376,0.578125,0.6261682242990654,0.8235294117647058,0.25,0.75,0.6801619433198381
0.0,0.5937500000000002,0.4018691588785048,0.2941176470588235,0.25,0.1388888888888889,0.7773279352226714
0.0,0.6328125000000002,0.5233644859813086,0.4705882352941176,0.5,0.25,0.8461538461538476
0.0348019252128841,0.8203125000000002,0.5514018691588785,0.392156862745098,0.25,0.7222222222222222,0.6275303643724713
0.0,0.6953125,0.6261682242990654,0.4509803921568627,0.25,0.3888888888888889,0.5951417004048571
0.3609774157719363,0.6484374999999999,0.5514018691588785,0.6862745098039216,0.25,1.0,0.6356275303643715
0.0,0.7812500000000002,0.7009345794392524,0.2941176470588235,0.25,0.3611111111111111,0.7327935222672094
0.0007404664938911,0.5234375000000001,0.3551401869158879,0.6470588235294118,0.25,0.1388888888888889,0.765182186234819
0.0,0.6171875,0.3271028037383178,0.4509803921568627,0.25,0.3055555555555556,0.6882591093117428
0.0,0.5078125000000001,0.3457943925233644,0.392156862745098,0.25,1.0,0.7085020242914999
0.002591632728619,0.5390625,0.6635514018691591,0.6274509803921569,0.25,0.75,0.6113360323886666
0.0140688633839318,0.5703125000000002,0.5514018691588785,0.8235294117647058,0.25,1.0,0.5425101214574904
0.075897815623843,0.4140625000000001,0.4953271028037384,0.8627450980392157,0.5,0.3611111111111111,0.623481781376519
0.0,0.7031250000000001,0.5981308411214953,0.5294117647058824,0.25,0.1388888888888889,0.7125506072874522
0.054054054054054,0.7734375000000001,0.6261682242990654,0.5882352941176471,0.5,0.6111111111111112,0.6761133603238857
0.0,0.4140625000000001,0.3271028037383178,0.6274509803921569,0.25,0.0833333333333333,0.7004048582995952
0.1192151055164753,0.6406250000000003,0.6542056074766356,0.6274509803921569,0.25,0.6666666666666666,0.6356275303643715
0.0,0.4765625000000002,0.5140186915887851,0.7058823529411765,0.25,0.8333333333333334,0.6801619433198381
0.0,0.4921875000000001,0.4205607476635514,0.5294117647058824,0.25,0.5,0.7085020242914999
0.0403554239170677,0.4765625000000002,0.6822429906542057,0.6274509803921569,0.25,0.6944444444444444,0.5222672064777333
0.2562014068863383,0.3906250000000001,0.6635514018691591,0.8431372549019608,0.25,0.9444444444444444,0.4736842105263143
0.0,0.7734375000000001,0.7009345794392524,0.3529411764705882,0.5,0.4166666666666667,0.6639676113360333
0.0570159200296186,0.3984375000000002,0.6074766355140188,0.8823529411764706,0.25,0.0555555555555555,0.6477732793522285
0.0,0.5312500000000002,0.3831775700934581,0.6666666666666666,0.25,0.3611111111111111,0.7530364372469666
0.0740466493891151,0.7421875000000001,0.4579439252336447,0.5098039215686274,0.25,0.6111111111111112,0.6882591093117428
0.0229544613106256,0.6796875000000003,0.6261682242990654,0.5490196078431373,0.25,0.1388888888888889,0.6194331983805667
0.0,0.4609375,0.4953271028037384,0.7450980392156863,0.25,1.0,0.623481781376519
0.5664568678267308,0.3203125000000001,0.6074766355140188,0.9019607843137256,0.75,0.75,0.3441295546558714
0.0740466493891151,0.4140625000000001,0.4672897196261683,0.803921568627451,0.25,0.0277777777777777,0.7408906882591095
0.0515858324077502,0.7109375000000002,0.5981308411214953,0.3137254901960784,0.5,0.4444444444444444,0.7773279352226714
0.0207330618289522,0.5625000000000001,0.6168224299065422,0.5490196078431373,0.25,0.3888888888888889,0.7611336032388667
0.0,0.484375,0.0934579439252336,0.2941176470588235,0.25,0.1944444444444444,0.8987854251012143
0.2910033320992224,0.5546875000000002,0.5140186915887851,0.6666666666666666,0.25,1.0,0.6153846153846143
0.0,0.7421875000000001,0.5700934579439254,0.4509803921568627,0.25,0.3611111111111111,0.5829959514170048
0.0,0.2578125000000001,0.4018691588785048,0.3333333333333333,0.5,0.25,0.7813765182186238
0.1777119585338763,0.4296875000000001,0.6261682242990654,0.8431372549019608,0.25,0.3888888888888889,0.6477732793522285
0.0037023324694557,0.6171875,0.6261682242990654,0.803921568627451,0.25,0.25,0.5910931174089095
0.0,0.5859375000000001,0.4953271028037384,0.3529411764705882,0.5,0.1388888888888889,0.7165991902834
0.0,0.2421875000000001,0.439252336448598,0.4313725490196078,0.25,0.1388888888888889,0.765182186234819
0.0,0.4140625000000001,0.4205607476635514,0.4705882352941176,0.25,0.1111111111111111,0.6842105263157905
0.1210662717512032,0.3906250000000001,0.4672897196261683,0.8431372549019608,0.5,0.6388888888888888,0.5789473684210524
0.0,0.8203125000000002,0.6822429906542057,0.4313725490196078,0.25,0.6111111111111112,0.6315789473684237
0.0170307293594964,0.6640625000000001,0.588785046728972,0.392156862745098,0.25,0.0833333333333333,0.6882591093117428
0.0222139948167345,0.5859375000000001,0.4672897196261683,0.7254901960784313,0.25,0.3888888888888889,0.7449392712550619
0.0103665309144761,0.5312500000000002,0.719626168224299,0.5098039215686274,0.5,0.6388888888888888,0.4898785425101237
0.0066641984450203,0.7265624999999999,0.6074766355140188,0.5490196078431373,0.25,0.0833333333333333,0.6639676113360333
0.1984450203628285,0.7031250000000001,0.6261682242990654,0.6078431372549019,0.25,0.9166666666666666,0.5506072874493951
0.0066641984450203,0.5859375000000001,0.4205607476635514,0.5294117647058824,0.5,0.2777777777777778,0.7327935222672094
0.0703443169196593,0.5859375000000001,0.4953271028037384,0.6078431372549019,0.25,0.75,0.5060728744939286
0.0,0.7187500000000003,0.6074766355140188,0.1568627450980392,0.25,0.2777777777777778,0.8623481781376524
0.0,0.40625,0.4579439252336447,0.4313725490196078,0.5,0.1944444444444444,0.7611336032388667
0.0,0.5390625,0.5140186915887851,0.5686274509803921,0.25,0.1666666666666666,0.6032388663967618
0.0,0.6484374999999999,0.4672897196261683,0.196078431372549,0.25,0.2777777777777778,0.7854251012145761
0.0,0.5312500000000002,0.2803738317757009,0.3333333333333333,0.25,0.3888888888888889,0.8380566801619429
0.0,0.578125,0.3925233644859812,0.4901960784313725,0.25,0.25,0.7206477732793524
0.0,0.4921875000000001,0.3457943925233644,0.4117647058823529,0.25,0.25,0.7854251012145761
0.1055905220288781,0.5859375000000001,0.6168224299065422,0.6274509803921569,0.25,0.6944444444444444,0.5546558704453429
0.0,0.6171875,0.5700934579439254,0.5294117647058824,0.25,0.3611111111111111,0.7004048582995952
0.0,0.7265624999999999,0.7757009345794393,0.4901960784313725,0.25,0.4166666666666667,0.6963562753036429
0.054054054054054,0.8828125,0.5794392523364486,0.5098039215686274,0.25,0.4444444444444444,0.7165991902834
0.0,0.6484374999999999,0.5327102803738317,0.392156862745098,0.25,0.0277777777777777,0.8016194331983809
0.0288781932617549,0.4765625000000002,0.6074766355140188,0.7647058823529411,0.25,0.75,0.5141700404858286
0.0,0.4296875000000001,0.5140186915887851,0.5098039215686274,0.25,1.0,0.6801619433198381
0.0,0.6484374999999999,0.719626168224299,0.4901960784313725,0.25,0.5,0.7165991902834
0.0,0.6953125,0.5514018691588785,0.3333333333333333,0.25,0.3055555555555556,0.7085020242914999
0.0348019252128841,0.5703125000000002,0.5327102803738317,0.6470588235294118,0.25,0.25,0.7085020242914999
0.0,0.4140625000000001,0.4205607476635514,0.4509803921568627,0.25,0.25,0.7044534412955475
0.0,0.7031250000000001,0.3644859813084111,0.3529411764705882,0.25,0.1111111111111111,0.8056680161943333
0.0003702332469455,0.7031250000000001,0.4579439252336447,0.4705882352941176,0.25,0.5,0.7044534412955475
0.0,0.4921875000000001,0.9065420560747663,0.6078431372549019,0.75,0.7777777777777778,0.5384615384615381
0.2043687523139578,0.6093749999999999,0.588785046728972,0.8627450980392157,0.25,0.4444444444444444,0.6680161943319857
0.0,0.7890625000000003,0.6728971962616822,0.4117647058823529,0.5,0.4722222222222222,0.6477732793522285
0.0,0.6640625000000001,0.5794392523364486,0.4117647058823529,0.5,0.1666666666666666,0.7489878542510142
0.0,0.6640625000000001,0.3831775700934581,0.2352941176470588,0.25,0.4444444444444444,0.8380566801619429
0.0,0.6484374999999999,0.3084112149532711,0.4313725490196078,0.25,0.0277777777777777,0.7004048582995952
0.0,0.4140625000000001,0.1588785046728971,0.3529411764705882,0.25,0.1944444444444444,0.9757085020242952
0.0333209922251018,0.2968750000000001,0.5607476635514019,0.7647058823529411,0.25,0.6111111111111112,0.5708502024291523
0.0618289522399111,0.3750000000000001,0.4205607476635514,0.6666666666666666,0.25,0.0833333333333333,0.8340080971659951
0.1743798593113661,0.5546875000000002,0.5514018691588785,0.7647058823529411,0.75,0.8611111111111112,0.4696356275303666
0.0,0.8984375000000002,0.7757009345794393,0.2156862745098039,0.25,0.3611111111111111,0.6963562753036429
0.0,0.6640625000000001,0.3457943925233644,0.4509803921568627,0.25,0.6111111111111112,0.8542510121457523
0.0,0.6250000000000001,0.588785046728972,0.4901960784313725,0.5,0.3888888888888889,0.6153846153846143
