RAINFALL,TMAX,TMIN,RH,WIND_SPEED,BAROMETRIC_AIR_PRESSURE
0.0,0.3671875,0.27102803738317743,0.5882352941176471,0.5,0.6923076923076952
0.0,0.3984375000000002,0.47663551401869175,0.4117647058823529,0.5,0.659919028340081
0.0,0.40625000000000006,0.45794392523364474,0.45098039215686275,0.5,0.7004048582995952
0.0,0.6093749999999999,0.42056074766355145,0.5098039215686274,0.25,0.7125506072874522
0.0,0.6328125000000002,0.5327102803738317,0.45098039215686275,0.25,0.7004048582995952
0.0,0.6953125,0.42056074766355145,0.3333333333333333,0.25,0.7085020242914999
0.01629026286560533,0.5078125000000001,0.42056074766355145,0.6666666666666666,0.25,0.7489878542510142
0.06664198445020363,0.5703125000000002,0.3271028037383178,0.7647058823529411,0.25,0.7327935222672094
0.0,0.65625,0.4299065420560749,0.5490196078431373,0.25,0.7530364372469666
0.0,0.5390625,0.5140186915887851,0.49019607843137253,0.25,0.7570850202429144
0.0,0.40625000000000006,0.5327102803738317,0.43137254901960786,0.5,0.765182186234819
0.0,0.3906250000000001,0.3271028037383178,0.49019607843137253,0.75,0.7894736842105285
0.0,0.44531250000000006,0.28037383177570097,0.3333333333333333,0.5,0.7894736842105285
0.0,0.4296875000000001,0.3271028037383178,0.39215686274509803,0.25,0.765182186234819
0.0,0.4687500000000001,0.3271028037383178,0.37254901960784315,0.25,0.6801619433198381
0.10551647537948906,0.4609375,0.4485981308411216,0.6470588235294118,0.25,0.6437246963562762
0.001480932987782303,0.34374999999999994,0.4112149532710279,0.7058823529411765,0.25,0.6437246963562762
0.001480932987782303,0.5312500000000002,0.5140186915887851,0.6078431372549019,0.25,0.7004048582995952
0.0,0.45312500000000017,0.3738317757009346,0.47058823529411764,0.25,0.7125506072874522
0.0,0.5859375000000001,0.3738317757009346,0.43137254901960786,0.25,0.6801619433198381
0.0,0.4687500000000001,0.43925233644859807,0.6078431372549019,0.25,0.6558704453441286
0.001480932987782303,0.4296875000000001,0.3084112149532711,0.6666666666666666,0.25,0.6518218623481808
0.0018511662347278784,0.421875,0.3084112149532711,0.5686274509803921,0.25,0.623481781376519
0.05923731951129211,0.3671875,0.3831775700934581,0.8431372549019608,0.25,0.6275303643724713
0.0,0.5468750000000001,0.3831775700934581,0.5294117647058824,0.25,0.6477732793522285
0.015920029618659754,0.5859375000000001,0.5140186915887851,0.5686274509803921,0.25,0.6275303643724713
0.0381340244353943,0.13281249999999997,0.45794392523364474,0.8823529411764706,0.25,0.6518218623481808
0.0,0.31250000000000006,0.3271028037383178,0.6078431372549019,0.25,0.672064777327938
0.008145131432802665,0.4375000000000002,0.4018691588785048,0.6274509803921569,0.25,0.6842105263157905
0.0,0.5234375000000001,0.4112149532710279,0.5294117647058824,0.25,0.7004048582995952
0.0,0.328125,0.3271028037383178,0.6666666666666666,0.25,0.7732793522267237
0.0,0.5390625,0.28971962616822444,0.47058823529411764,0.25,0.728744939271257
0.0,0.5625000000000001,0.23364485981308414,0.49019607843137253,0.25,0.7489878542510142
0.0,0.41406250000000017,0.31775700934579426,0.39215686274509803,0.25,0.765182186234819
0.0,0.5859375000000001,0.4112149532710279,0.37254901960784315,0.5,0.7408906882591095
0.0018511662347278784,0.40625000000000006,0.28037383177570097,0.47058823529411764,0.5,0.765182186234819
0.0,0.37500000000000017,0.1869158878504673,0.43137254901960786,0.25,0.7125506072874522
0.0007404664938911515,0.26562499999999994,0.3271028037383178,0.6666666666666666,0.5,0.6639676113360333
0.0,0.40625000000000006,0.1962616822429908,0.5098039215686274,0.25,0.6396761133603238
0.0,0.44531250000000006,0.42056074766355145,0.43137254901960786,0.25,0.659919028340081
0.0,0.44531250000000006,0.5514018691588785,0.5686274509803921,0.25,0.728744939271257
0.001480932987782303,0.4296875000000001,0.5233644859813086,0.6078431372549019,0.25,0.7611336032388667
0.0,0.6093749999999999,0.5327102803738317,0.35294117647058826,0.5,0.8178137651821857
0.0,0.48437500000000006,0.42056074766355145,0.35294117647058826,0.5,0.8340080971659951
0.0007404664938911515,0.4296875000000001,0.5233644859813086,0.45098039215686275,0.25,0.8056680161943333
0.0,0.5546875000000002,0.42056074766355145,0.49019607843137253,0.25,0.7854251012145761
0.0,0.6874999999999999,0.49532710280373843,0.3137254901960784,0.5,0.7246963562753047
0.0,0.7421875000000001,0.3738317757009346,0.4117647058823529,0.5,0.7125506072874522
0.0,0.7109375000000002,0.31775700934579426,0.4117647058823529,0.25,0.7449392712550619
0.0,0.6953125,0.3084112149532711,0.19607843137254902,0.5,0.7489878542510142
0.001480932987782303,0.5859375000000001,0.42056074766355145,0.4117647058823529,0.25,0.7085020242914999
0.0,0.6874999999999999,0.4859813084112149,0.39215686274509803,0.25,0.672064777327938
0.0,0.6874999999999999,0.1775700934579438,0.3137254901960784,0.5,0.7165991902834
0.0,0.6484374999999999,0.31775700934579426,0.29411764705882354,0.25,0.7611336032388667
0.0,0.6796875000000003,0.43925233644859807,0.3137254901960784,0.25,0.8016194331983809
0.0,0.5937500000000002,0.47663551401869175,0.39215686274509803,0.25,0.728744939271257
0.0,0.5859375000000001,0.5700934579439254,0.37254901960784315,0.25,0.7165991902834
0.001110699740836727,0.49218750000000017,0.49532710280373843,0.49019607843137253,0.25,0.7165991902834
0.0,0.6484374999999999,0.5420560747663552,0.43137254901960786,0.25,0.7044534412955475
